"Year","Subpop","JF","AF","JM","AM"
"2002","N12",0,0,0,0
"2002","N13",0,0,0,0
"2002","N14",0,0,0,0
"2002","N15",0,0,0,0
"2002","N16",0,0,0,0
"2002","N17",0,0,0,0
"2002","N18",0,0,0,0
"2002","N19",0,0,0,0
"2002","N20",0,0,0,0
"2002","N21",0,0,0,0
"2002","N22",0,0,0,0
"2002","N23",0,0,0,0
"2002","N24",0,0,0,0
"2002","N25",0,0,0,0
"2002","N26",0,0,0,0
"2002","N27",0,0,0,0
"2002","S01",0.0588,0.4118,0.1765,0.3529
"2002","S02",0.0909,0.1818,0.1364,0.5909
"2002","S03",0,0.0333,0,0.9667
"2002","S04",0,0,0,1
"2002","S05",0.375,0.25,0.125,0.25
"2002","S06",0.25,0.25,0,0.5
"2002","S07",0,0,0,0
"2002","S08",0.25,0.5,0,0.25
"2002","S09",0.2222,0.2222,0.1111,0.4444
"2002","S10",0.1739,0.1739,0.1304,0.5217
"2002","S11",0,0,0,0
"2002","S12",0,0,0,0
"2002","S13",0,0,0,0
"2002","S14",0,0,0,0
"2002","S15",0,0,0,0
"2002","S16",0,0,0,0
"2002","S17",0,0,0,0
"2002","S18",0,0,0,0
"2002","S19",0,0,0,0
"2002","S20",0,0,0,0
"2002","S21",0,0,0,0
"2002","S22",0,0,0,0
"2002","S23",0,0,0,0
"2002","S24",0,0,0,0
"2002","YAK",0.0851,0.0426,0.2553,0.617
"2003","GBYA",0,0,0,0
"2003","GBYB",0,0,0,0
"2003","GBYC",0,0,0,0
"2003","N01",0,0,0,0
"2003","N02",0.0164,0.2623,0.1475,0.5738
"2003","N03",0.1739,0.3043,0,0.5217
"2003","N04",0,0.3889,0,0.6111
"2003","N05",0.0364,0.0727,0.0727,0.8182
"2003","N06",0,0,0,0
"2003","N07",0,0.25,0.25,0.5
"2003","N08",0,0.1333,0,0.8667
"2003","N09",0,0,0,1
"2003","N10",0,0,0,0
"2003","N11",0,0,0,0
"2003","N12",0,0,0,0
"2003","N13",0,0,0,0
"2003","N14",0,0,0,0
"2003","N15",0,0,0,0
"2003","N16",0,0,0,0
"2003","N17",0,0,0,0
"2003","N18",0,0,0,0
"2003","N19",0,0,0,0
"2003","N20",0.25,0.5,0,0.25
"2003","N21",0,0,0,0
"2003","N22",0,0,0,0
"2003","N23",0,0,1,0
"2003","N24",0,0,0,0
"2003","N25",0,0,0,0
"2003","N26",0,0,0,0
"2003","N27",0,0,0,0
"2003","S01",0,0,0,0
"2003","S02",0.0595,0.3452,0.0714,0.5238
"2003","S03",0,0.2,0.04,0.76
"2003","S04",0,0,0,0
"2003","S05",0,0,0,1
"2003","S06",0.0526,0.2632,0.2105,0.4737
"2003","S07",0,0,0,0
"2003","S08",0,0.0769,0.0769,0.8462
"2003","S09",0,0,0,0
"2003","S10",0,0.3333,0,0.6667
"2003","S11",0,0,0,0
"2003","S12",0,0,0,1
"2003","S13",0,0,0,0
"2003","S14",0,0,0,0
"2003","S15",0,0,0,0
"2003","S16",0,0,0,0
"2003","S17",0,0,0,0
"2003","S18",0,0,0,0
"2003","S19",0,0,0,0
"2003","S20",0,0,0,0
"2003","S21",0,0,0,0
"2003","S22",0,0,0,0
"2003","S23",0,0,0,0
"2003","S24",0,0,0,0
"2003","YAK",0.1538,0.0385,0.1538,0.6538
"2004","GBYA",0,0,0,0
"2004","GBYB",0,0,0,0
"2004","GBYC",0,0,0,0
"2004","N01",0,0,0,0
"2004","N02",0.0556,0.3889,0.0833,0.4722
"2004","N03",0,0.1667,0.0556,0.7777
"2004","N04",0,0,0,1
"2004","N05",0.0179,0.25,0.0893,0.6428
"2004","N06",0,0,0,0
"2004","N07",0,0,0,0
"2004","N08",0,0,0.037,0.963
"2004","N09",0,1,0,0
"2004","N10",0,0,0,0
"2004","N11",0,0,0,0
"2004","N12",0,0,0,0
"2004","N13",0,0,0,0
"2004","N14",0,0,0,0
"2004","N15",0,0,0,0
"2004","N16",0,0,0,0
"2004","N17",0,0,0,0
"2004","N18",0,0,0,0
"2004","N19",0,0,0,0
"2004","N20",0,0,0,0
"2004","N21",0,0,0,0
"2004","N22",0,0,0,0
"2004","N23",0,0,0,0
"2004","N24",0,0,0,0
"2004","N25",0,0,0,0
"2004","N26",0,0,0,0
"2004","N27",0,0,0,0
"2004","S01",0,0,0,0
"2004","S02",0,0.0441,0.0294,0.9265
"2004","S03",0,0,0,1
"2004","S04",0,0,0,0
"2004","S05",0.1304,0.2609,0.1739,0.4348
"2004","S06",0,0,0,0
"2004","S07",0,0,0,1
"2004","S08",0,0.0556,0,0.9444
"2004","S09",0,0,0,0
"2004","S10",0,0,0,1
"2004","S11",0,0,0,0
"2004","S12",0,0,0,0
"2004","S13",0,0,0,0
"2004","S14",0,0,0,0
"2004","S15",0,0,0,0
"2004","S16",0,0,0,0
"2004","S17",0,0,0,0
"2004","S18",0,0,0,0
"2004","S19",0,0,0,0
"2004","S20",0,0,0,0
"2004","S21",0,0,0,0
"2004","S22",0,0,0,0
"2004","S23",0,0,0,0
"2004","S24",0,0,0,0
"2004","YAK",0.0952,0.2857,0.1905,0.4286
"2005","GBYA",0,0,0,0
"2005","GBYB",0,0,0,0
"2005","GBYC",0,0,0,0
"2005","N01",0,0,0,0
"2005","N02",0.0308,0.4308,0.0462,0.4922
"2005","N03",0,0,0.3333,0.6667
"2005","N04",0,0.25,0.25,0.5
"2005","N05",0.012,0.2169,0.0241,0.747
"2005","N06",0,0,0,0
"2005","N07",0,0.25,0.25,0.5
"2005","N08",0,0,0,1
"2005","N09",0,0,0,0
"2005","N10",0,0,0,0
"2005","N11",0,0,0,0
"2005","N12",0,0,0,0
"2005","N13",0,0,0,0
"2005","N14",0,0,0,0
"2005","N15",0,0,0,0
"2005","N16",0,0,0,0
"2005","N17",0,0,0,0
"2005","N18",0,0,0,0
"2005","N19",0,0,0,0
"2005","N20",0,0,0,0
"2005","N21",0,0,0,0
"2005","N22",0,0,0,0
"2005","N23",0,0,0,0
"2005","N24",0,0,0,0
"2005","N25",0,0,0,0
"2005","N26",0,0,0,0
"2005","N27",0,0,0,0
"2005","S01",0,0,0,0
"2005","S02",0.0854,0.122,0.122,0.6706
"2005","S03",0,0,0.1,0.9
"2005","S04",0,0,0,0
"2005","S05",0,0,0,0
"2005","S06",0,0,0,0
"2005","S07",0,0.3636,0,0.6364
"2005","S08",0.1111,0,0.3333,0.5556
"2005","S09",0,0,0,0
"2005","S10",0.3333,0,0,0.6667
"2005","S11",0,0,0,0
"2005","S12",0,0,0,0
"2005","S13",0,0,0,0
"2005","S14",0,0,0,0
"2005","S15",0,0,0,0
"2005","S16",0,0,0,0
"2005","S17",0,0,0,0
"2005","S18",0,0,0,0
"2005","S19",0,0,0,0
"2005","S20",0,0,0,0
"2005","S21",0,0,0,0
"2005","S22",0,0,0,0
"2005","S23",0,0,0,0
"2005","S24",0,0,0,0
"2005","YAK",0.0806,0.0645,0.0161,0.8387
"2006","GBYA",0,0,0,0
"2006","GBYB",0,0,0,0
"2006","GBYC",0,0,0,0
"2006","N01",0,0,0,0
"2006","N02",0.0294,0.5294,0.0588,0.3824
"2006","N03",0,0,0,1
"2006","N04",0,0,1,0
"2006","N05",0.1839,0.2874,0.1609,0.3678
"2006","N06",0,0,0,0
"2006","N07",0,0,0,1
"2006","N08",0,0,0,1
"2006","N09",0,0,0.5,0.5
"2006","N10",0,0,0,0
"2006","N11",0,0,0,0
"2006","N12",0,0,0,0
"2006","N13",0,0,0,0
"2006","N14",0,0,0,0
"2006","N15",0,0,0,0
"2006","N16",0,0,0,0
"2006","N17",0,0,0,0
"2006","N18",0,0,0,0
"2006","N19",0,0,0,0
"2006","N20",0,0,0,0
"2006","N21",0,0,0,0
"2006","N22",0,0,0,0
"2006","N23",0,0,0,0
"2006","N24",0,0,0,0
"2006","N25",0,0,0,0
"2006","N26",0,0,0,0
"2006","N27",0,0,0,0
"2006","S01",0,0,0,0
"2006","S02",0.025,0.45,0.1,0.425
"2006","S03",0,0.1613,0.1613,0.6774
"2006","S04",0,0,0,0
"2006","S05",0,0,0,0
"2006","S06",0,0,0,0
"2006","S07",0,0,0,0
"2006","S08",0,0,0,0
"2006","S09",0,0,0,0
"2006","S10",0.4,0,0,0.6
"2006","S11",0,0,0,0
"2006","S12",0,0,0,0
"2006","S13",0,0,0,0
"2006","S14",0,0,0,0
"2006","S15",0,0,0,0
"2006","S16",0,0,0,0
"2006","S17",0,0,0,0
"2006","S18",0,0,0,0
"2006","S19",0,0,0,0
"2006","S20",0,0,0,0
"2006","S21",0,0,0,0
"2006","S22",0,0,0,0
"2006","S23",0,0,0,0
"2006","S24",0,0,0,0
"2006","YAK",0.1034,0.1034,0.3621,0.431
"2007","GBYA",0,0,0,0
"2007","GBYB",0,0,0,0
"2007","GBYC",0,0,0,0
"2007","N01",0,0,0,0
"2007","N02",0.0476,0.2857,0.0952,0.5714
"2007","N03",0.0294,0.2647,0.1765,0.5294
"2007","N04",0,0.3333,0.1667,0.5
"2007","N05",0.0562,0.2,0.1312,0.6125
"2007","N06",0,0,0,0
"2007","N07",0,0.1667,0,0.8333
"2007","N08",0,0,0,1
"2007","N09",0,0,0,1
"2007","N10",0,0,0,0
"2007","N11",0,0,0,0
"2007","N12",0,0,0,0
"2007","N13",0,0,0,0
"2007","N14",0,0,0,0
"2007","N15",0,0,0,0
"2007","N16",0,0,0,0
"2007","N17",0,0,0,0
"2007","N18",0,0,0,0
"2007","N19",0,0,0,0
"2007","N20",0,0,0,0
"2007","N21",0,0,0,1
"2007","N22",0,0,0,0
"2007","N23",0,0,0,0
"2007","N24",0,0,0,0
"2007","N25",0,0,0,0
"2007","N26",0,0,0,0
"2007","N27",0,0,0,0
"2007","S01",0,0,0,0
"2007","S02",0.0156,0.0312,0.0312,0.9219
"2007","S03",0.0625,0.3125,0.0625,0.5625
"2007","S04",0,0,0,0
"2007","S05",0.25,0.25,0,0.5
"2007","S06",0,0,0,0
"2007","S07",0.0222,0.0889,0,0.8889
"2007","S08",0,0,0,1
"2007","S09",0,0,0,0
"2007","S10",1,0,0,0
"2007","S11",0,0,0,0
"2007","S12",0,0,0,1
"2007","S13",0,0,0,0
"2007","S14",0,0,0,0
"2007","S15",0,0,0,0
"2007","S16",0,0,0,0
"2007","S17",0,0,0,0
"2007","S18",0,0,0,0
"2007","S19",0,0,0,0
"2007","S20",0,0,0,0
"2007","S21",0,0,0,0
"2007","S22",0,0,0,0
"2007","S23",0,0,0,0
"2007","S24",0,0,0,0
"2007","YAK",0.1622,0.027,0.1892,0.6216
"2008","GBYA",0,0,0,0
"2008","GBYB",0,0,0,0
"2008","GBYC",0,0,0,0
"2008","N01",0,0,0,0
"2008","N02",0.0185,0.1111,0.1111,0.7593
"2008","N03",0,0,0,1
"2008","N04",0,0,0,0
"2008","N05",0.0619,0.2165,0.1031,0.6185
"2008","N06",0,0,0,0
"2008","N07",0,0,0,0
"2008","N08",0,0.0556,0.0556,0.8888
"2008","N09",0,0.5556,0,0.4444
"2008","N10",0,0,0,0
"2008","N11",1,0,0,0
"2008","N12",0,0,0,0
"2008","N13",0,0,0,0
"2008","N14",0,0,0,0
"2008","N15",0,0,0,0
"2008","N16",0,0,0,0
"2008","N17",0,0,0,0
"2008","N18",0,0,0,0
"2008","N19",0,0,0,0
"2008","N20",0,0,0,0
"2008","N21",0,0,0,0
"2008","N22",0,0,0,0
"2008","N23",0,0,0,0
"2008","N24",0,0,0,0
"2008","N25",0,0,0,0
"2008","N26",0,0,0,0
"2008","N27",0,0,0,0
"2008","S01",0,0,0,0
"2008","S02",0.125,0.125,0.125,0.625
"2008","S03",0.0909,0.1818,0.0909,0.6364
"2008","S04",0,0,0,0
"2008","S05",0,0,0,0
"2008","S06",0,0,0,0
"2008","S07",0.0714,0.5,0.0714,0.3571
"2008","S08",0,0,0,1
"2008","S09",0,0,0,0
"2008","S10",0.2857,0.1429,0,0.5714
"2008","S11",0,0,0,0
"2008","S12",0,0,0,0
"2008","S13",0,0,0,0
"2008","S14",0,0,0,0
"2008","S15",0,0,0,0
"2008","S16",0,0,0,0
"2008","S17",0,0,0,0
"2008","S18",0,0,0,0
"2008","S19",0,0,0,0
"2008","S20",0,0,0,0
"2008","S21",0,0,0,0
"2008","S22",0,0,0,0
"2008","S23",0,0,0,0
"2008","S24",0,0,0,0
"2008","YAK",0,0,0.25,0.75
"2009","GBYA",0,0,0,0
"2009","GBYB",0,0,0,0
"2009","GBYC",0,0,0,0
"2009","N01",0,0,0,0
"2009","N02",0.0204,0.2449,0.0612,0.6735
"2009","N03",0,0.125,0,0.875
"2009","N04",0.1081,0.4054,0.0541,0.4324
"2009","N05",0.0568,0.4659,0.1023,0.375
"2009","N06",0,0,0,1
"2009","N07",0,0,0,0
"2009","N08",0,0,0.0769,0.9231
"2009","N09",0,0,0,0
"2009","N10",0,0,0,0
"2009","N11",0,0,0,0
"2009","N12",0,0,0,0
"2009","N13",0,0,0,0
"2009","N14",0,0,0,0
"2009","N15",0,0,0,0
"2009","N16",0,0,0,0
"2009","N17",0,0,0,0
"2009","N18",0,0,0,0
"2009","N19",0,0,0,0
"2009","N20",0,0,0,0
"2009","N21",0,0,0,0
"2009","N22",0,0,0,0
"2009","N23",0,0,0,0
"2009","N24",0,0,0,0
"2009","N25",0,0,0,0
"2009","N26",0,0,0,0
"2009","N27",0,0,0,0
"2009","S01",0,0,0,0
"2009","S02",0.0352,0.1831,0.0211,0.7606
"2009","S03",0.0568,0.3523,0.0682,0.5227
"2009","S04",0,0,0,0
"2009","S05",0,0,0,0
"2009","S06",0,0,0,0
"2009","S07",0,0,0,0
"2009","S08",0,0,0.5,0.5
"2009","S09",0,0,0,0
"2009","S10",0,0.0714,0.1429,0.7857
"2009","S11",0,0,0,0
"2009","S12",0,0,0,0
"2009","S13",0,0,0,0
"2009","S14",0,0,0,0
"2009","S15",0,0,0,0
"2009","S16",0,0,0,0
"2009","S17",0,0,0,0
"2009","S18",0,0,0,0
"2009","S19",0,0,0,0
"2009","S20",0,0,0,0
"2009","S21",0,0,0,0
"2009","S22",0,0,0,0
"2009","S23",0,0,0,0
"2009","S24",0,0,0,0
"2009","YAK",0.0727,0.1,0.2273,0.6
"2010","GBYA",0,0,0,0
"2010","GBYB",0,0,0,0
"2010","GBYC",0,0,0,0
"2010","N01",0,0,0,0
"2010","N02",0.0175,0.3158,0,0.6667
"2010","N03",0,0.2,0,0.8
"2010","N04",0,0.75,0,0.25
"2010","N05",0.0622,0.228,0.0933,0.6165
"2010","N06",0,0,0,0
"2010","N07",0,0,0,0
"2010","N08",0,0.0303,0.303,0.6667
"2010","N09",0,0,0,0
"2010","N10",0,0,0,0
"2010","N11",0,0,0,0
"2010","N12",0,0,0,0
"2010","N13",0,0,0,0
"2010","N14",0,0,0,0
"2010","N15",0,0,0,0
"2010","N16",0,0,0,0
"2010","N17",0,0,0,0
"2010","N18",0,0,0,0
"2010","N19",0,0,0,0
"2010","N20",0,0,0,0
"2010","N21",0,0,0,0
"2010","N22",0,0,0,0
"2010","N23",0,0,0,0
"2010","N24",0,0,0,0
"2010","N25",0,0,0,0
"2010","N26",0,0,0,0
"2010","N27",0,0,0,0
"2010","S01",0,0,0,0
"2010","S02",0.0235,0.0588,0.0353,0.8824
"2010","S03",0.125,0.075,0.075,0.725
"2010","S04",0,0,0,0
"2010","S05",0.5,0,0,0.5
"2010","S06",0,0,0,0
"2010","S07",0,0,0,0
"2010","S08",0,0.0833,0.2083,0.7083
"2010","S09",0,0,0,0
"2010","S10",0,0.5,0,0.5
"2010","S11",0.25,0.4167,0,0.3333
"2010","S12",0,0,0,0
"2010","S13",0,0,0,0
"2010","S14",0,0,0,0
"2010","S15",0,0,0,0
"2010","S16",0,0,0,0
"2010","S17",0,0,0,0
"2010","S18",0,0,0,0
"2010","S19",0,0,0,0
"2010","S20",0,0,0,0
"2010","S21",0,0,0,0
"2010","S22",0,0,0,0
"2010","S23",0,0,0,0
"2010","S24",0,0,0,0
"2010","YAK",0.1098,0.1829,0.1463,0.561
"2011","GBYA",0,0,0,0
"2011","GBYB",0,0,0,0
"2011","GBYC",0,0,0,0
"2011","N01",0,0,0,0
"2011","N02",0.1111,0.25,0.1389,0.5
"2011","N03",0.1429,0,0.1429,0.7142
"2011","N04",0,0,0,1
"2011","N05",0.0571,0.4457,0.0686,0.4286
"2011","N06",0,0.3333,0,0.6667
"2011","N07",0,0,0,0
"2011","N08",0,0.2222,0.1111,0.6667
"2011","N09",0,0,0,0
"2011","N10",0,0,0,0
"2011","N11",0,0,0,0
"2011","N12",0,0,0,0
"2011","N13",0,0,0,0
"2011","N14",0,0,0,0
"2011","N15",0,0,0,0
"2011","N16",0,0,0,0
"2011","N17",0,0,0,0
"2011","N18",0,0,0,0
"2011","N19",0,0,0,0
"2011","N20",0,0,0,0
"2011","N21",0,0,0,0
"2011","N22",0,0,0,0
"2011","N23",0,0,0,0
"2011","N24",0,0,0,0
"2011","N25",0,0,0,0
"2011","N26",0,0,0,0
"2011","N27",0,0,0,0
"2011","S01",0,0,0,0
"2011","S02",0.039,0.1039,0.1299,0.7272
"2011","S03",0.1299,0.1039,0.1818,0.5844
"2011","S04",0,0,0,0
"2011","S05",0.0952,0.2381,0.2381,0.4286
"2011","S06",0,0,0,0
"2011","S07",0,0,0,0
"2011","S08",0.05,0.25,0.1,0.6
"2011","S09",0,0,0,0
"2011","S10",0.75,0.25,0,0
"2011","S11",0.061,0.2683,0.0854,0.5853
"2011","S12",0,0,0,1
"2011","S13",0,0,0,0
"2011","S14",0,0,0,0
"2011","S15",0,0,0,0
"2011","S16",0,0,0,0
"2011","S17",0,0,0,0
"2011","S18",0,0,0,0
"2011","S19",0,0,0,0
"2011","S20",0,0,0,0
"2011","S21",0,0,0,0
"2011","S22",0,0,0,0
"2011","S23",0,0,0,0
"2011","S24",0,0,0,0
"2011","YAK",0.1806,0.2222,0.1875,0.4097
"2012","GBYA",0,0,0,0
"2012","GBYB",0,0,0,0
"2012","GBYC",0,0,0,0
"2012","N01",0,0,0,0
"2012","N02",0,0.25,0.1316,0.6184
"2012","N03",0.3333,0,0,0.6667
"2012","N04",0.0556,0.5,0.1667,0.2777
"2012","N05",0.0405,0.3077,0.1336,0.5182
"2012","N06",0,0,0,0
"2012","N07",0,0,0,1
"2012","N08",0,0.1,0,0.9
"2012","N09",0,0,0,1
"2012","N10",0,0,0,0
"2012","N11",0,0,0,0
"2012","N12",0,0,0,0
"2012","N13",0,0,0,0
"2012","N14",0,0,0,0
"2012","N15",0,0,0,0
"2012","N16",0,0,0,0
"2012","N17",0,0,0,0
"2012","N18",0,0,0,0
"2012","N19",0,0,0,0
"2012","N20",0,0,0,0
"2012","N21",1,0,0,0
"2012","N22",0,0,0,0
"2012","N23",0,0,0,0
"2012","N24",0,0,0,0
"2012","N25",0,0,0,0
"2012","N26",0,0,0,0
"2012","N27",0,0,0,0
"2012","S01",0,0,0,0
"2012","S02",0,0.0696,0.0783,0.8521
"2012","S03",0.0408,0.1633,0.1837,0.6122
"2012","S04",0,0,0,0
"2012","S05",0.1,0.1333,0.1,0.6667
"2012","S06",0,0,0.3333,0.6667
"2012","S07",1,0,0,0
"2012","S08",0.0699,0.2587,0.007,0.6643
"2012","S09",0,0,0,0
"2012","S10",0,0,0.3636,0.6364
"2012","S11",0.0204,0.0612,0,0.9184
"2012","S12",0,0,0,0
"2012","S13",0,0,0,0
"2012","S14",0,0,0,0
"2012","S15",0,0,0,0
"2012","S16",0,0,0,0
"2012","S17",0,0,0,0
"2012","S18",0,0,0,0
"2012","S19",0,0,0,0
"2012","S20",0,0,0,0
"2012","S21",0,0,0,0
"2012","S22",0,0,0,0
"2012","S23",0,0,0,0
"2012","S24",0,0,0,0
"2012","YAK",0.0804,0.1607,0.1339,0.625
"2013","GBYA",0,0,0,0
"2013","GBYB",0,0,0,0
"2013","GBYC",0,0,0,0
"2013","N01",0,0,0,0
"2013","N02",0.0187,0.2617,0.0093,0.7103
"2013","N03",0,0,0,0
"2013","N04",0.0667,0.3667,0.1,0.4666
"2013","N05",0.0813,0.5447,0.0671,0.3069
"2013","N06",0,0,0,0
"2013","N07",0,0,0,1
"2013","N08",0,0.0426,0,0.9574
"2013","N09",0,0.2143,0.1429,0.6428
"2013","N10",0,0,0,0
"2013","N11",0,0,0,0
"2013","N12",0,0,0,0
"2013","N13",0,0,0,0
"2013","N14",0,0,0,0
"2013","N15",0,0,0,0
"2013","N16",0,0,0,0
"2013","N17",0,0,0,0
"2013","N18",0,0,0,0
"2013","N19",0,0,0,0
"2013","N20",0,0,0,1
"2013","N21",0,0,1,0
"2013","N22",0,0,0,0
"2013","N23",0,0,0,0
"2013","N24",0,0,0,0
"2013","N25",0,0,0,0
"2013","N26",0,0,0,0
"2013","N27",0,0,0,0
"2013","S01",0,0,0,0
"2013","S02",0.0408,0.2143,0.102,0.6429
"2013","S03",0.0396,0.1584,0.0594,0.7426
"2013","S04",0.1579,0.2105,0.1579,0.4737
"2013","S05",0,0.5,0,0.5
"2013","S06",0,0,1,0
"2013","S07",0,0,0,0
"2013","S08",0,0.3897,0.0051,0.6051
"2013","S09",0,0,0,1
"2013","S10",0.0909,0,0,0.9091
"2013","S11",0,0.1163,0.0465,0.8372
"2013","S12",0,0,0,1
"2013","S13",0,0,0.5,0.5
"2013","S14",0,0,0,0
"2013","S15",0,0,0,0
"2013","S16",0,0,0,0
"2013","S17",0,0,0,0
"2013","S18",0,0,0,0
"2013","S19",0,0,0,0
"2013","S20",0,0,0,0
"2013","S21",0,0,0,0
"2013","S22",0,0,0,0
"2013","S23",0,0,0,0
"2013","S24",0,0,0,0
"2013","YAK",0.1061,0.2475,0.0859,0.5605
"2014","GBYA",0,0,0,0
"2014","GBYB",0,0,0,0
"2014","GBYC",0,0,0,0
"2014","N01",0,0,0,0
"2014","N02",0.0323,0.3226,0.129,0.5161
"2014","N03",0,0,0,0
"2014","N04",0.08,0.76,0.08,0.08
"2014","N05",0.0927,0.4073,0.0887,0.4113
"2014","N06",0,0,0,0
"2014","N07",0,0,0,0
"2014","N08",0,0.0857,0.0286,0.8857
"2014","N09",0,0.2105,0,0.7895
"2014","N10",0,0,0,0
"2014","N11",0,0.3333,0,0.6667
"2014","N12",0,0,0,0
"2014","N13",0,0,0,0
"2014","N14",0,0,0,0
"2014","N15",0,0,0,0
"2014","N16",0,0,0,0
"2014","N17",0,0,0,0
"2014","N18",0,0,0,0
"2014","N19",0,0,0,0
"2014","N20",0,0,0,1
"2014","N21",0,0,0,0
"2014","N22",0,0,0,0
"2014","N23",0,0,0,0
"2014","N24",0,0,0,0
"2014","N25",0,0,0,0
"2014","N26",0,0,0,0
"2014","N27",0,0,0,0
"2014","S01",0,0,0,0
"2014","S02",0.0359,0.2814,0.1677,0.515
"2014","S03",0.0439,0.1316,0.0263,0.7982
"2014","S04",0,0,0,0
"2014","S05",0,0,0,0
"2014","S06",0,0,0.0714,0.9286
"2014","S07",0,0,0,0
"2014","S08",0.0076,0.2273,0,0.7651
"2014","S09",0,0,0,0
"2014","S10",0,0,0,0
"2014","S11",0,0.0312,0,0.9688
"2014","S12",0,0,0,0
"2014","S13",0,0,0,1
"2014","S14",0,0,0,0
"2014","S15",0,0,0,0
"2014","S16",0,0,0,0
"2014","S17",0,0,0,0
"2014","S18",0,0,0,0
"2014","S19",0,0,0,0
"2014","S20",0,0,0,0
"2014","S21",0,0,0,0
"2014","S22",0,0,0,0
"2014","S23",0,0,0,0
"2014","S24",0,0,0,0
"2014","YAK",0.0534,0.3252,0.0777,0.5437
"2015","GBYA",0,0,0,0
"2015","GBYB",0,0,0,0
"2015","GBYC",0,0,0,0
"2015","N01",0,0,0,0
"2015","N02",0,0.1818,0.0909,0.7273
"2015","N03",0,0,0,0
"2015","N04",0.0588,0.5588,0.1176,0.2647
"2015","N05",0.0487,0.3184,0.0674,0.5655
"2015","N06",0,0,0,0
"2015","N07",0.0652,0.3913,0.0217,0.5217
"2015","N08",0.0194,0.2,0.071,0.7096
"2015","N09",0.1111,0.3333,0,0.5556
"2015","N10",0,0,0,0
"2015","N11",0,0,0,0
"2015","N12",0,0,0,0
"2015","N13",0,0,0,0
"2015","N14",0,0,0,0
"2015","N15",0,0,0,0
"2015","N16",0,0,0,0
"2015","N17",0,0,0,0
"2015","N18",0,0,0,0
"2015","N19",0,0,0,0
"2015","N20",0,0,0,0
"2015","N21",0,0,0,0
"2015","N22",0,0,0,0
"2015","N23",0,0,0,0
"2015","N24",0,0,0,0
"2015","N25",0,0,0,0
"2015","N26",0,0,0,0
"2015","N27",0,0,0,0
"2015","S01",0,0,0,0
"2015","S02",0.125,0.2396,0.0833,0.5521
"2015","S03",0.0952,0.1714,0.1143,0.619
"2015","S04",0,0,0.5,0.5
"2015","S05",0.1111,0.7407,0.037,0.1111
"2015","S06",0,0,0,1
"2015","S07",0,0,0,0
"2015","S08",0.0208,0.4792,0,0.5
"2015","S09",0,0.1667,0,0.8333
"2015","S10",0,0.6,0,0.4
"2015","S11",0,0.0606,0.0606,0.8788
"2015","S12",0,0,0,0
"2015","S13",0,0,0,0
"2015","S14",0,0,0,0
"2015","S15",0,0,0,0
"2015","S16",0,0,0,0
"2015","S17",0,0,0,0
"2015","S18",0,0,0,0
"2015","S19",0,0,0,0
"2015","S20",0,0,0,0
"2015","S21",0,0,0,0
"2015","S22",0,0,0,0
"2015","S23",0,0,0,0
"2015","S24",0,0,0,0
"2015","YAK",0.0774,0.3161,0.1032,0.5032
