Subreg_Year,Subregion,Year,Lower95,Median,Upper95,Mean,SD,Mode,MCerr,MC%ofSD,SSeff,AC.100,psrf
"N[1,1]",N01,1975,19.1078,29.9837,42.1639,30.41060026,5.931023264,NA,0.060720061,1,9541,-0.0042291,1.00139472
"N[1,2]",N01,1976,21.9813,36.6541,53.7693,37.31734014,8.33731714,NA,0.08411589,1,9824,-0.002542674,1.000957925
"N[1,3]",N01,1977,25.1972,44.21215,68.4558,45.35633904,11.24356208,NA,0.106253056,0.9,11198,-0.008542157,1.000971781
"N[1,4]",N01,1978,27.8108,53.0258,83.8067,54.52421057,14.73366351,NA,0.145930117,1,10194,0.004813002,1.000800579
"N[1,5]",N01,1979,31.8232,62.4152,102.594,64.65224235,18.74358885,NA,0.180976808,1,10727,0.003674676,1.000555677
"N[1,6]",N01,1980,35.9524,72.2948,121.755,75.38461963,22.74714973,NA,0.229239249,1,9846,-0.004043064,1.000847729
"N[1,7]",N01,1981,40.4789,82.93,140.725,86.71578751,27.01824312,NA,0.262939665,1,10558,0.001302746,1.001284779
"N[1,8]",N01,1982,45.9817,93.74215,161.556,98.21422416,31.65868761,NA,0.320461512,1,9760,0.001476941,1.001388323
"N[1,9]",N01,1983,47.6957,104.8865,183.754,110.158179,36.87184014,NA,0.402010672,1.1,8412,0.013236373,1.00176144
"N[1,10]",N01,1984,52.2532,115.1745,205.563,121.5297535,42.09541646,NA,0.495098205,1.2,7229,0.020194085,1.002886367
"N[1,11]",N01,1985,53.4365,124.584,223.465,132.2180475,46.59916098,NA,0.579042614,1.2,6476,0.023648692,1.003228545
"N[1,12]",N01,1986,61.3026,134.481,248.167,142.5229769,50.95063337,NA,0.670147671,1.3,5780,0.018437851,1.003563673
"N[1,13]",N01,1987,64.7656,142.9355,262.031,151.8734484,54.56444291,NA,0.762487698,1.4,5121,0.022138123,1.005236232
"N[1,14]",N01,1988,57.2844,146.437,271.034,156.4045162,59.33567093,NA,0.850652251,1.4,4866,0.022798787,1.00498329
"N[1,15]",N01,1989,52.0646,149.289,283.949,160.9270853,64.57254337,NA,0.921712427,1.4,4908,0.032280764,1.005391818
"N[1,16]",N01,1990,56.4263,151.618,300.472,164.3714324,68.66556244,NA,0.991114028,1.4,4800,0.033446771,1.004767761
"N[1,17]",N01,1991,54.9706,152.6455,313.56,166.6896251,72.05905185,NA,1.084122585,1.5,4418,0.024802464,1.004772711
"N[1,18]",N01,1992,53.068,154.431,318.5,169.1053346,75.48488922,NA,1.176007001,1.6,4120,0.024542798,1.004824885
"N[1,19]",N01,1993,52.2447,154.8575,324.124,170.1408349,77.0352247,NA,1.1686358,1.5,4345,0.021434292,1.004344152
"N[1,20]",N01,1994,52.1442,154.983,326.548,170.8579283,78.02370052,NA,1.18886625,1.5,4307,0.029312369,1.004241574
"N[1,21]",N01,1995,51.6144,154.5515,331.794,171.0052955,79.3575997,NA,1.164784715,1.5,4642,0.028258433,1.004416361
"N[1,22]",N01,1996,47.5577,154.295,328.167,171.278368,80.53815267,NA,1.212341452,1.5,4413,0.028074886,1.004374595
"N[1,23]",N01,1997,53.4563,153.045,334.274,170.5300394,80.40396826,NA,1.236049186,1.5,4231,0.028611069,1.004632468
"N[1,24]",N01,1998,50.2247,152.5,326.254,169.6044751,79.8665472,NA,1.246217686,1.6,4107,0.036316262,1.004307823
"N[1,25]",N01,1999,53.4433,150.7545,324.752,167.8636946,79.20342656,NA,1.183935049,1.5,4475,0.036256717,1.004488516
"N[1,26]",N01,2000,57.252,148.9465,320.482,165.590043,76.81446339,NA,1.192775355,1.6,4147,0.037241926,1.004206297
"N[1,27]",N01,2001,54.0021,146.1695,302.389,161.9718009,74.263139,NA,1.154382461,1.6,4139,0.040127723,1.00455525
"N[1,28]",N01,2002,54.2991,143.5235,292.511,157.4691463,70.2207758,NA,1.106844612,1.6,4025,0.046065193,1.004697714
"N[1,29]",N01,2003,53.1242,147.5305,304.381,162.1981593,73.98044229,NA,1.178394914,1.6,3941,0.044713959,1.004018271
"N[1,30]",N01,2004,53.5851,150.1835,314.162,165.9162388,76.58521407,NA,1.200526594,1.6,4070,0.040713098,1.004344266
"N[1,31]",N01,2005,53.2425,151.7725,320.079,168.529622,79.40525704,NA,1.219985875,1.5,4236,0.042181094,1.00403404
"N[1,32]",N01,2006,52.3383,153.4385,327.212,170.5371239,81.12313096,NA,1.248536004,1.5,4222,0.043433966,1.004490369
"N[1,33]",N01,2007,54.8654,154.4075,329.828,172.1587343,82.11953085,NA,1.304584108,1.6,3962,0.040704983,1.004475265
"N[1,34]",N01,2008,54.2922,154.461,332.882,172.4675954,81.86606927,NA,1.32888178,1.6,3795,0.043526256,1.004150373
"N[1,35]",N01,2009,54.663,155.3345,335.592,172.8139762,81.43936576,NA,1.276919411,1.6,4068,0.040345533,1.004329569
"N[1,36]",N01,2010,53.7601,154.318,326.033,171.9460336,79.05036847,NA,1.244653478,1.6,4034,0.036179975,1.003881312
"N[1,37]",N01,2011,53.7619,156.0925,322.546,171.6645518,77.28152232,NA,1.2853124,1.7,3615,0.049595031,1.004633737
"N[1,38]",N01,2012,58.1948,156.225,337.217,173.5430423,80.65885541,NA,1.315036099,1.6,3762,0.038546401,1.004615811
"N[2,1]",N02,1975,49.6587,76.2769,110.234,77.43038718,15.56732655,NA,0.762396623,4.9,417,0.444017665,1.020357406
"N[2,2]",N02,1976,55.5498,93.783,140.347,96.27091802,22.62472019,NA,1.08528309,4.8,435,0.448975159,1.015120452
"N[2,3]",N02,1977,64.4179,115.5215,182.204,119.1806667,31.52434928,NA,1.629822974,5.2,374,0.46343951,1.012422026
"N[2,4]",N02,1978,71.0133,141.671,230.472,147.2745133,42.68567454,NA,2.30981602,5.4,342,0.48842574,1.010391597
"N[2,5]",N02,1979,79.358,171.8725,292.54,180.8369809,57.46077845,NA,3.094336947,5.4,345,0.516215839,1.009940044
"N[2,6]",N02,1980,98.9286,209.816,372.731,220.8943623,73.51539947,NA,4.016699779,5.5,335,0.514356746,1.014305012
"N[2,7]",N02,1981,111.75,252.1385,452.303,266.3510632,92.42398998,NA,5.2314464,5.7,312,0.534770823,1.013014275
"N[2,8]",N02,1982,112.348,288.7675,531.888,307.3740447,114.2803996,NA,6.226021141,5.4,337,0.542308641,1.00954078
"N[2,9]",N02,1983,128.014,343.206,619.051,361.7224448,132.5890137,NA,7.493651018,5.7,313,0.554414157,1.00887463
"N[2,10]",N02,1984,163.137,401.8045,728.331,421.4235327,151.6770575,NA,8.595929734,5.7,311,0.542405869,1.012456648
"N[2,11]",N02,1985,185.551,461.7905,816.215,482.2560024,170.5056203,NA,8.690298796,5.1,385,0.526627707,1.028340088
"N[2,12]",N02,1986,205.235,519.7195,918.428,545.0760445,189.5950833,NA,9.162346317,4.8,428,0.500877015,1.019636006
"N[2,13]",N02,1987,240.218,577.044,997.198,604.5954281,198.3423922,NA,9.893676839,5,402,0.469034681,1.029665731
"N[2,14]",N02,1988,313.181,641.0865,1149.08,671.7811279,217.0520548,NA,11.19556203,5.2,376,0.470697266,1.026434868
"N[2,15]",N02,1989,337.308,720.901,1277.52,761.2640409,247.9357397,NA,13.50141892,5.4,337,0.490972603,1.032044722
"N[2,16]",N02,1990,314.713,735.1385,1323.27,779.4105991,267.9674633,NA,14.2233414,5.3,355,0.510793376,1.040348235
"N[2,17]",N02,1991,348.782,825.9225,1445.08,873.267193,295.0913174,NA,15.1386041,5.1,380,0.501066275,1.038466064
"N[2,18]",N02,1992,365.279,836.565,1486.17,885.5861084,305.2121079,NA,16.00481809,5.2,364,0.52048498,1.04415612
"N[2,19]",N02,1993,317.688,811.271,1475,868.3663623,315.914964,NA,16.56812884,5.2,364,0.505519888,1.04109397
"N[2,20]",N02,1994,293.057,791.3535,1467.5,853.5659137,323.433777,NA,17.01027352,5.3,362,0.492722731,1.037840805
"N[2,21]",N02,1995,363.909,825.5785,1576.64,895.6090636,332.2244472,NA,17.76137325,5.3,350,0.469337763,1.035200214
"N[2,22]",N02,1996,157.278,544.543,1278.14,623.3241223,329.5212188,NA,15.88927922,4.8,430,0.414416623,1.024606813
"N[2,23]",N02,1997,188.549,610.9105,1390.7,690.0448865,348.7885009,NA,16.85526953,4.8,428,0.418126922,1.022627778
"N[2,24]",N02,1998,184.13,607.429,1404.74,688.1764714,356.3884318,NA,16.02029309,4.5,495,0.408878123,1.022601459
"N[2,25]",N02,1999,194.95,635.362,1434.65,712.2727627,360.3484709,NA,15.66068613,4.3,529,0.385089426,1.022073344
"N[2,26]",N02,2000,233.068,694.509,1506.93,771.7950657,365.8198027,NA,15.08425339,4.1,588,0.379946401,1.020315732
"N[2,27]",N02,2001,264.346,741.9225,1516.44,815.4893279,355.7303329,NA,14.17915085,4,629,0.373964401,1.018433851
"N[2,28]",N02,2002,308.888,764.014,1511.01,833.5958351,343.0824847,NA,13.60983863,4,635,0.360867072,1.016900211
"N[2,29]",N02,2003,323.6,778.431,1579.95,851.6554719,360.917177,NA,14.31776278,4,635,0.346699698,1.014234563
"N[2,30]",N02,2004,327.13,829.5265,1647.86,907.3205367,386.5823483,NA,14.362825,3.7,724,0.323970006,1.013980691
"N[2,31]",N02,2005,336.162,844.6265,1714.62,922.3920917,397.7809712,NA,14.51404611,3.6,751,0.314177409,1.011667528
"N[2,32]",N02,2006,343.972,876.9705,1783.88,964.1893508,415.7525989,NA,14.70223356,3.5,800,0.304731227,1.01024447
"N[2,33]",N02,2007,347.338,943.0065,1881.32,1028.458522,431.576617,NA,15.14483499,3.5,812,0.296072668,1.009705806
"N[2,34]",N02,2008,378.566,961.427,1940.65,1049.920941,444.4758059,NA,16.00459393,3.6,771,0.288489002,1.008495991
"N[2,35]",N02,2009,403.568,995.0695,1956.33,1082.592141,448.4801924,NA,16.58322582,3.7,731,0.284623134,1.008760077
"N[2,36]",N02,2010,397.23,1009.33,1936.7,1095.008287,440.1164701,NA,16.18741775,3.7,739,0.284321721,1.009316617
"N[2,37]",N02,2011,471.479,1059.58,2038.19,1143.375074,442.2395826,NA,15.88129937,3.6,775,0.29180057,1.00993858
"N[2,38]",N02,2012,408.812,1012.84,2069.81,1111.331595,475.841755,NA,16.12856509,3.4,870,0.286229775,1.008924532
"N[3,1]",N03,1975,119.4,182.527,259.07,185.0401285,36.05944135,NA,0.903771483,2.5,1592,-0.045975474,1.005703139
"N[3,2]",N03,1976,133.875,223.996,335.957,228.9256631,52.32355456,NA,1.194813707,2.3,1918,-0.072614153,1.005696508
"N[3,3]",N03,1977,148.572,272.49,413.625,279.3274059,69.70672757,NA,1.476350546,2.1,2229,-0.086279579,1.005579467
"N[3,4]",N03,1978,170.194,328.3635,517.448,337.5158809,90.32503193,NA,1.778987889,2,2578,-0.107993318,1.006363882
"N[3,5]",N03,1979,197.492,388.483,631.785,401.6905421,113.8401819,NA,2.375579445,2.1,2296,-0.106644316,1.006679776
"N[3,6]",N03,1980,227.291,452.076,755.908,470.8169247,138.6987697,NA,3.127135797,2.3,1967,-0.106472252,1.006935873
"N[3,7]",N03,1981,260.493,522.773,884.075,544.5387209,164.760972,NA,3.408524718,2.1,2337,-0.095661656,1.005786302
"N[3,8]",N03,1982,302.171,592.9475,1021.91,620.8840561,190.5002385,NA,4.318008716,2.3,1946,-0.071869533,1.004872254
"N[3,9]",N03,1983,319.217,664.7155,1131.24,697.3262147,217.610984,NA,5.48722866,2.5,1573,-0.046980089,1.006501887
"N[3,10]",N03,1984,382.21,733.578,1267.01,771.1238529,242.9091568,NA,6.6071031,2.7,1352,-0.010300527,1.006733879
"N[3,11]",N03,1985,392.27,803.3505,1358.02,844.4797485,266.0937813,NA,7.255183311,2.7,1345,0.01764171,1.007237165
"N[3,12]",N03,1986,411.976,872.6015,1476.03,917.0322448,289.2306204,NA,8.087689234,2.8,1279,0.058622468,1.007530616
"N[3,13]",N03,1987,457.929,947.5415,1614.88,996.5305985,316.004047,NA,9.313708134,2.9,1151,0.108020844,1.008640866
"N[3,14]",N03,1988,467.267,930.537,1639.96,984.0718069,326.2621963,NA,9.973232802,3.1,1070,0.140990837,1.004931579
"N[3,15]",N03,1989,443.427,917.144,1659.79,978.3460068,345.2074916,NA,10.47404724,3,1086,0.151898412,1.004092664
"N[3,16]",N03,1990,433.537,895.4335,1665.66,956.908337,351.7430009,NA,11.22868238,3.2,981,0.178349684,1.003862494
"N[3,17]",N03,1991,407.905,895.229,1669.04,955.8883221,356.7395812,NA,12.40380716,3.5,827,0.203746994,1.004191898
"N[3,18]",N03,1992,362.665,888.535,1655.76,954.034182,367.7928281,NA,13.50345169,3.7,742,0.221258355,1.005815448
"N[3,19]",N03,1993,212.399,715.5375,1472.51,784.8824554,366.9460707,NA,12.54761599,3.4,855,0.209298875,1.007552021
"N[3,20]",N03,1994,193.734,710.094,1513.73,781.8077134,374.448524,NA,12.67001152,3.4,873,0.205050564,1.006228271
"N[3,21]",N03,1995,202.422,723.153,1517.27,791.7773009,371.2198656,NA,12.31572027,3.3,909,0.197389815,1.006556904
"N[3,22]",N03,1996,257.515,748.2635,1549.63,814.7713508,368.4060493,NA,11.65117022,3.2,1000,0.184011846,1.006011622
"N[3,23]",N03,1997,244.681,797.098,1566.05,866.3665111,377.7019612,NA,11.91381393,3.2,1005,0.184793171,1.00611514
"N[3,24]",N03,1998,273.782,790.5005,1538.08,855.685787,365.4831914,NA,10.97510001,3,1109,0.173060237,1.006220492
"N[3,25]",N03,1999,300.661,811.4015,1542.04,872.4853111,360.1363883,NA,10.50769181,2.9,1175,0.170487346,1.005525577
"N[3,26]",N03,2000,323.985,812.7315,1518.3,873.5366413,342.2640442,NA,10.0079237,2.9,1170,0.167118478,1.006387533
"N[3,27]",N03,2001,376.843,835.449,1539.52,893.0248966,332.7052754,NA,9.684006908,2.9,1180,0.169217914,1.005845197
"N[3,28]",N03,2002,365.781,800.3795,1444.24,855.2971772,310.1395315,NA,8.89916386,2.9,1215,0.174503012,1.005951221
"N[3,29]",N03,2003,355.974,808.745,1507.41,868.315059,332.3360423,NA,9.674799164,2.9,1180,0.171557574,1.005964377
"N[3,30]",N03,2004,336.009,815.6915,1526.37,874.9394677,340.2302021,NA,9.471845053,2.8,1290,0.162267749,1.005016524
"N[3,31]",N03,2005,341.576,819.3775,1554.65,881.5559201,347.8963413,NA,9.903229319,2.8,1234,0.158167245,1.005221845
"N[3,32]",N03,2006,367.266,859.1675,1639.59,922.8989578,365.5471723,NA,10.19402579,2.8,1286,0.150379894,1.004313725
"N[3,33]",N03,2007,341.172,812.9,1546.52,874.4706601,347.8878227,NA,9.663362099,2.8,1296,0.151092923,1.004798534
"N[3,34]",N03,2008,337.235,842.081,1604.74,905.9735315,355.4431832,NA,9.387167718,2.6,1434,0.15061907,1.005088616
"N[3,35]",N03,2009,324.233,819.5565,1541.31,883.6866109,344.9774621,NA,9.404180538,2.7,1346,0.149813649,1.005104092
"N[3,36]",N03,2010,348.935,828.4875,1540.49,886.4155939,338.3514503,NA,9.240809838,2.7,1341,0.150305997,1.005356892
"N[3,37]",N03,2011,364.4,815.986,1529.38,872.3401552,322.7684456,NA,8.93480541,2.8,1305,0.159141413,1.005133106
"N[3,38]",N03,2012,376.971,841.9125,1599.32,901.1554255,336.8598537,NA,9.120271558,2.7,1364,0.157644524,1.004091605
"N[4,1]",N04,1975,6.576,9.933115,14.0382,10.04697736,1.932317244,NA,0.057468944,3,1131,0.023218595,1.004013599
"N[4,2]",N04,1976,7.79449,12.56405,18.6677,12.80838119,2.849887618,NA,0.079340502,2.8,1290,0.003850597,1.004818051
"N[4,3]",N04,1977,9.0564,15.9706,24.6488,16.37794217,4.102388519,NA,0.114238604,2.8,1290,0.003803659,1.003875312
"N[4,4]",N04,1978,10.9274,20.2087,32.2271,20.87638467,5.631923117,NA,0.159078202,2.8,1253,-0.01001618,1.004543172
"N[4,5]",N04,1979,13.4477,25.55555,41.7849,26.50290337,7.544337979,NA,0.210242641,2.8,1288,-0.008272885,1.003752178
"N[4,6]",N04,1980,16.3555,32.2427,54.1165,33.64809951,10.12578092,NA,0.287919341,2.8,1237,-0.010245603,1.002419813
"N[4,7]",N04,1981,20.0387,40.7398,68.9812,42.66021676,13.24019889,NA,0.367838752,2.8,1296,-0.008487654,1.002650452
"N[4,8]",N04,1982,24.7247,51.343,87.7292,53.83701888,17.03450679,NA,0.442904501,2.6,1479,-0.009166251,1.002468446
"N[4,9]",N04,1983,30.7385,63.9775,110.744,67.33927595,21.60773102,NA,0.619086362,2.9,1218,0.007105275,1.003151717
"N[4,10]",N04,1984,37.9784,80.45705,138.23,84.33998439,27.19439026,NA,0.75917164,2.8,1283,0.015968319,1.003366817
"N[4,11]",N04,1985,50.3555,99.8347,172.198,104.7028665,32.90567532,NA,1.004051044,3.1,1074,0.037787857,1.004565136
"N[4,12]",N04,1986,63.3599,122.9635,207.865,128.821669,38.8892128,NA,1.197102864,3.1,1055,0.052949297,1.005919833
"N[4,13]",N04,1987,80.784,150.722,246.62,157.1226244,44.60009703,NA,1.524371633,3.4,856,0.091840955,1.00518893
"N[4,14]",N04,1988,99.7754,180.92,295.25,189.1146798,52.90662333,NA,1.742437989,3.3,922,0.110579908,1.006157845
"N[4,15]",N04,1989,115.415,206.465,334.372,216.1431769,59.21861927,NA,2.106040578,3.6,791,0.163853584,1.007696752
"N[4,16]",N04,1990,130.579,230.817,367.106,240.8787126,64.187999,NA,2.311949831,3.6,771,0.206073888,1.00937945
"N[4,17]",N04,1991,163.192,261.3925,410.876,273.8899232,68.2984787,NA,2.626263738,3.8,676,0.2403312,1.01112472
"N[4,18]",N04,1992,124.969,214.4805,361.959,227.8062341,67.23157409,NA,2.568042545,3.8,685,0.251684565,1.012982403
"N[4,19]",N04,1993,94.5974,176.0985,316.201,190.069221,66.21191455,NA,2.479608235,3.7,713,0.234795879,1.014444531
"N[4,20]",N04,1994,70.74,154.441,301.089,170.7146952,68.38642645,NA,2.499490442,3.7,749,0.226935516,1.015910572
"N[4,21]",N04,1995,86.7152,172.091,338.438,188.7011764,73.68076776,NA,2.676663712,3.6,758,0.214543097,1.0157303
"N[4,22]",N04,1996,78.5279,172.5655,342.797,190.9385474,77.33697544,NA,2.61837321,3.4,872,0.216765585,1.016380885
"N[4,23]",N04,1997,81.9817,176.274,361.964,195.7766538,82.36674505,NA,2.703890203,3.3,928,0.199485453,1.017700335
"N[4,24]",N04,1998,74.365,172.649,359.147,193.3795061,84.56959076,NA,2.643187999,3.1,1024,0.182119405,1.017336462
"N[4,25]",N04,1999,92.3248,197.259,396.171,218.5626161,89.69025291,NA,2.689101836,3,1112,0.181993155,1.017048613
"N[4,26]",N04,2000,85.0678,198.585,402.684,220.5555548,93.8593187,NA,2.692889865,2.9,1215,0.170005715,1.016762862
"N[4,27]",N04,2001,74.5271,192.3715,405.14,213.7039883,96.22080863,NA,2.618417698,2.7,1350,0.159225195,1.014904275
"N[4,28]",N04,2002,80.8544,209.993,431.746,231.0151763,100.6959347,NA,2.727147151,2.7,1363,0.141926786,1.013481311
"N[4,29]",N04,2003,87.6766,234.1605,495.099,258.0289415,116.0828719,NA,3.004072306,2.6,1493,0.130955229,1.011166668
"N[4,30]",N04,2004,89.4942,265.9945,553.646,292.0346396,131.5694433,NA,3.220943472,2.4,1669,0.1162377,1.010137641
"N[4,31]",N04,2005,102.242,304.932,624.059,333.723192,147.7327919,NA,3.560995645,2.4,1721,0.096394446,1.009190364
"N[4,32]",N04,2006,123.775,353.613,714.378,384.5525754,165.9938605,NA,3.903448325,2.4,1808,0.083414944,1.008385201
"N[4,33]",N04,2007,143.986,388.2215,790.416,421.9413243,179.5367396,NA,4.026901929,2.2,1988,0.068120791,1.007400243
"N[4,34]",N04,2008,165.255,442.139,893.107,483.5955177,204.086456,NA,4.410088971,2.2,2142,0.052920211,1.006535661
"N[4,35]",N04,2009,157.059,455.604,940.239,497.7066637,219.1924533,NA,4.622328429,2.1,2249,0.041643384,1.005732214
"N[4,36]",N04,2010,161.133,485.2385,990.551,531.9223616,233.4665873,NA,4.706754508,2,2460,0.037445023,1.005475342
"N[4,37]",N04,2011,195.768,526.441,1075.86,578.82494,252.1726489,NA,5.083159649,2,2461,0.035722107,1.005318672
"N[4,38]",N04,2012,187.782,558.887,1205.74,624.5199771,294.1158826,NA,5.680535093,1.9,2681,0.029947287,1.00488195
"N[5,1]",N05,1975,26.0646,39.02265,56.9727,39.95864251,7.965031668,NA,0.392931227,4.9,411,0.444471436,1.014904298
"N[5,2]",N05,1976,29.8238,49.0459,74.847,50.51495616,11.83788452,NA,0.568182311,4.8,434,0.422756259,1.0179108
"N[5,3]",N05,1977,34.26,61.66745,96.3061,63.68395316,16.62746534,NA,0.806411104,4.8,425,0.415680237,1.014730141
"N[5,4]",N05,1978,39.945,76.96385,125.021,80.17303345,22.750047,NA,1.108790895,4.9,421,0.428391115,1.010381404
"N[5,5]",N05,1979,50.4471,95.95515,161.695,100.1263632,29.9129222,NA,1.53406998,5.1,380,0.444431446,1.013827948
"N[5,6]",N05,1980,58.0897,119.184,201.773,125.2451764,38.92889024,NA,2.001961047,5.1,378,0.451751372,1.014051138
"N[5,7]",N05,1981,67.3868,146.3315,249.654,153.532359,49.67468407,NA,2.546744,5.1,380,0.465869915,1.016138844
"N[5,8]",N05,1982,76.7693,178.71,312.004,187.6183446,62.45263666,NA,3.228111841,5.2,374,0.463782049,1.017949309
"N[5,9]",N05,1983,96.1722,216.5305,380.157,227.0528779,76.10376,NA,3.960208817,5.2,369,0.459706379,1.018552409
"N[5,10]",N05,1984,116.256,259.954,454.683,272.1161475,90.45679293,NA,4.592652356,5.1,388,0.444094781,1.019281983
"N[5,11]",N05,1985,135.986,307.782,527.604,321.4802699,102.9623008,NA,4.873042357,4.7,446,0.426786778,1.018507677
"N[5,12]",N05,1986,163.623,362.718,598.887,376.2523267,115.2006656,NA,5.56570179,4.8,428,0.409904083,1.019904086
"N[5,13]",N05,1987,206.472,416.402,668.8,430.8297997,125.3876431,NA,5.994224026,4.8,438,0.397572091,1.014886322
"N[5,14]",N05,1988,240.475,481.1655,770.087,497.0493604,138.5222887,NA,6.445292604,4.7,462,0.386176453,1.016259978
"N[5,15]",N05,1989,261.858,521.802,855.696,541.2705357,155.5642865,NA,7.635644021,4.9,415,0.417715558,1.025304461
"N[5,16]",N05,1990,259.733,551.2545,920.461,571.5288672,169.0281494,NA,8.598641525,5.1,386,0.441547047,1.018246125
"N[5,17]",N05,1991,264.329,588.7405,990.467,610.0337473,183.215728,NA,9.395734651,5.1,380,0.482400685,1.032693243
"N[5,18]",N05,1992,251.535,619.721,1037.11,644.7466422,197.6494419,NA,10.61244304,5.4,347,0.52448288,1.031315315
"N[5,19]",N05,1993,230.315,584.9035,1032.17,606.9306148,208.2627262,NA,11.39112936,5.5,334,0.522882781,1.035229868
"N[5,20]",N05,1994,188.591,577.331,1021.44,602.1358144,217.5259733,NA,11.4094909,5.2,363,0.519520574,1.034219277
